,Sample,Question,Question Type,Question Type,Correct Grammar,Suggestions
ETP,What should I do if I noticed any change in my pet's behavior or weight?,1,What,,1,
ETQ,Your veterinarian may be able to help you develop a plan.,0,,,1,
ETS,What medication is needed to treat infection?,1,What,,1,
ETT,What are some great questions that you have to ask?,1,What,,1,
ETX,What eco-friendly method is known as alkaline hydrolysis?,1,What,,1,
EUI,How long can you brush your dog's teeth without brushing stress?,1,How,,1,
EUK,Why should I call my veterinarian if I have any questions about my pet's health?,1,Why,,1,
EUU,What causes a bacterial infection in the gums and tooth loss?,1,What,,1,
EUV,Why does it feel so hard to say goodbye to your beloved animal?,1,Why,,1,
EUX,What kind of urn can I buy and order?,1,What,,1,
EVC,What kind of questions do you have and how would you answer them?,1,What,,0,"What kind of questions do you have, and how would you answer them?"
EVE,"The ashes and remaining bone fragments Å´ collectively known as Ã”cremated remainsÃ• or Ã”cremainsÃ• Å´ are further pulverized, resulting in a white/greyish coarse sand-like powder which is poured in a sealed plastic bag, cardboard box, or tin and safely returned to the family.",0,,,0,"The ashes and remaining bone fragments Å´ collectively known as Ã” cremated remainsÃ• or Ã”cremainsÃ• Å´ are further pulverized, resulting in a white/greyish coarse sand-like powder which is poured in a sealed plastic bag, cardboard box, or tin and safely returned to the family."
EVI,What is the most important step in taking care of your pet?,1,What,,1,
EVL,How do they respond to you?,1,How,,1,
EVS,What are the common teeth in a dog?,1,What,,1,
EVU,Who can pick up your pet?,1,Who,,1,
EVV,"If your pet has food allergies to certain ingredients, remember to check the label before purchasing or have your veterinary clinic dispense a product that is best suited for your pet.",0,,,1,
EWO,What are the best and safest ways to take care of your dog's teeth?,1,What,,1,
EWU,The bodyÂ’s response to the injections needs to be regularly monitored by glucose curves over 12-24 hours.,0,,,1,
EXB,I would recommend you have the area examined by your veterinarian.,0,,,1,
EXI,"If you are a terrier/kitten with gum disease, how do you find out your pet has it?",1,How,,1,
EXU,When is alkali heated to 200Â°F?,1,When,,1,
EXV,What color is the same for each pet?,1,What,,1,
EXX,This also allows me to build a suitable anesthetic protocol that is tailor-made to your pet.,0,,,1,
EYE,How is glucose in the blood actually measured?,1,How,,1,
EYF,What is the best way to reduce tartar buildup in teeth?,1,What,,1,
EYG,What costs do clinics charge on top of the aftercare provider's own fee?,1,What,,1,
EYJ,What are water additives? What are good ways for freshening the breath?,1,What,,1,
EYP,What did the American Kennel Club clarify?,1,What,,1,
EYW,What is part of the pet healthcare?,1,What,,1,
EYY,What is the best way to reduce tartar buildup?,1,What,,1,
EZI,How hospice care for dogs resembles what kind of care?,1,How,,1,
EZL,How does an inflammation of the oral tissues cause the cat to turn away from its food and run?,1,How,,1,
EZM,What do pet owners give while their pet eats so they can reduce distraction?,1,What,,0,"What do pet owners give while their pet eats, so they can reduce distraction?"
EZN,How do I take care of my dog's teeth?,1,How,,1,
EZP,Who gives regular care of their petâ€™s teeth in the most perfect dental home?,1,Who,,1,
EZS,What Hospice for Pets does?,1,What,,1,
FAG,What will the ashes of those privately cremated be returned the following Friday?,1,What,,1,
FAK,What can help you make wise decisions about your petâ€™s welfare?,1,What,,1,
FAL,"As dogs age, they may develop what other diseases that can result in diabetes or could significantly affect their response to what?",1,What,,1,
FAR,How does dental infection in cats feel?,1,How,,1,
FAS,What are water additives that really do anything to freshen the breath?,1,What,,1,
FBC,What is a urine culture?,1,What,,1,
FBD,Why are dogs placed in a chest freezer?,1,Why,,1,
FBI,"If a cat receives too much insulin, what happens?",1,What,,1,
FBR,Where should I look for someone to give me advice on afterlife care?,1,Where,,1,
FBY,Itâ€™s important to note that not all oral swellings are malignant.,0,,,1,
FCA,What are some things that can be done at home for this purpose?,1,What,,1,
FCK,What type of care is provided by a hospice care provider?,1,What,,1,
FCM,What are at home procedures similar to in veterinary offices?,1,What,,0,What is at home procedures similar to in veterinary offices?
FCQ,What is CUs College of Veterinary Medicine and why?,1,What,,1,
FCR,"If your dog has a reduced appetite or activity level, what should you ask your vet to re-assess the tooth?",1,What,,1,
FCT,What do diabetics need to eat before giving insulin to a one time kitten?,1,What,,1,
FCV,How can I deliver a pet's remains to a clinic?,1,How,,1,
FCW,What do you notice if you notice any change in your pet's behavior or weight?,1,What,,1,
FCY,Dogs and cats should lose all their baby teeth by 4-6 months of age.,0,,,1,
FDD,What's the risk for hypoglycemia?,1,What,,1,
FDG,How can the dog lose weight?,1,How,,1,
FDI,Here is a link to treats that are recommended by the Veterinary Oral Health Council.,0,,,1,
FDK,What could be defined differently in aftercare?,1,What,,1,
FDS,What are the common problems with dogs?,1,What,,1,
FDT,What is aquamation?,1,What,,1,
FDV,What is the balance between cats and dogs?,1,What,,1,
FDW,"If your dog is a puppy and under the age of 6 months, they will have baby teeth spontaneously fall out.",0,,,1,
FDX,Are dogs difficult to get to the hospital?,1,YN,,1,
FDZ,What is the worst day of your life?,1,What,,1,
FEA,What is the best way to remind yourself of your pet's routine home care routine?,1,What,,1,
FEC,How do I add all types of questions?,1,How,,1,
FEE,What are at-home procedures similar to in veterinary offices?,1,What,,1,
FEF,"Alternatively, veterinarians and pet parents may take pets directly to the aftercare provider during regular business hours.",0,,,1,
FEI,They can pick up your pet directly from your home.,0,,,1,
FEJ,Do small or large breed dogs have more problems with their teeth?,1,YN,,1,
FEK,What is considered exercise for your pet?,1,What,,1,
FEV,How does hospice care for dying?,1,How,,1,
FEZ,Cats commonly need cleanings once a year while with dogs it depends on their size.,0,,,0,"Cats commonly need cleanings once a year, while with dogs it depends on their size."
FFB,The sooner you can begin and performing brushing regularly will establish a habit and your pet might look forward to it.,0,,,1,
FFG,Can older animals be eligible for this program after their retirement?,1,YN,,1,
FFI,Will Euthanasia be an appropriate option for children?,1,YN,,1,
FFJ,Aquamation operators also provide pet aftercare and generally have same-day pick-up services that are included within a radius of their location.,0,,,1,
FFL,What is a more likely reason for bad breath?,1,What,,1,
FFM,What kind of toothbrush do dogs use when they lick a brush?,1,What,,1,
FFT,What is the typical problem in our pet patients?,1,What,,1,
FFZ,What is the common dental disease in dogs?,1,What,,1,
FGN,What is more pain than pleasure?,1,What,,1,
FGQ,What can be given orally?,1,What,,1,
FGR,How do you make final arrangements for your dog?,1,How,,1,
FGS,How do I fix my body for slowing the absorption of glucose?,1,How,,1,
FGU,"If your pet tolerates having their teeth brushed twice per day, what will help to maintain good oral health between professional cleanings?",1,What,,1,
FGY,Is drink too much water drinking harmful?,1,YN,,1,
FGZ,"Once a dental cleaning is performed, I recommend that you speak to your veterinarian about a plan to prevent, or more realistically, slow down the process of tartar accumulation, gingivitis and dental disease.",0,,,1,
FHC,What is the best place for plaque bacteria to establish themselves?,1,What,,1,
FHD,What are the questions that you answer in Quora?,1,What,,1,
FHF,How do you treat  for Diabetes insipidus?,1,How,,0,How do you treat for Diabetes insipidus?
FHH,How can pet parents make an appointment with your pet?,1,How,,1,
FHI,What would be the best diet for increasing fat?,1,What,,1,
FHP,The dog can lose weight despite eating normal portions.,0,,,1,
FHR,How many times was feline dental disease bad?,1,How,,1,
FHZ,What is a better chance for your dog to have a longer and healthier life?,1,What,,1,
FIC,How does my dog feel?,1,How,,1,
FIH,What happens to a puppy if it is put to sleep?,1,What,,1,
FIJ,What is the best way to use human toothpaste for cats?,1,What,,1,
FIM,What are brachycephalic breeds?,1,What,,1,
FIN,The next step depends on your choice of pet aftercare options.,0,,,1,
FIR,What is a lot of brachycephalic breed?,1,What,,1,
FIX,Where can a pet parent take their dog directly to the doctor?,1,Where,,1,
FIY,What does a person experience more pain than pleasure?,1,What,,1,
FIZ,What type of paperwork will your veterinarian need to complete?,1,What,,1,
FJC,What is a body bag? What are some examples?,1,What,,1,
FJF,What is the answer for me?,1,What,,1,
FJL,What type of urn can I buy for myself or be made?,1,What,,1,
FJN,"More unfortunately, is that it wasnâ€™t previously performed, unless your pet was never spayed or neutered.",0,,,0,"More, unfortunately, is that it wasnâ€™t previously performed, unless your pet was never spayed or neutered."
FJP,How do I make a wise decision about my pet?,1,How,,1,
FJT,What occurs when the pancreas does not produce enough insulin?,1,What,,1,
FJW,What are the relationships between people and pet companions?,1,What,,1,
FJZ,Will pets be cremated for their death?,1,YN,,0,Will pets be cremated at their death?
FKC,"Between brushing, you can supplement using dental treats and chews.",0,,,1,
FKK,What is the first thing that is normal for immature teeth to fall out by 6 months of age?,1,What,,1,
FKL,What is the difference between anesthetic and anesthetic when performing surgery?,1,What,,1,
FKM,"If you have any questions about pets health, contact your veterinarian first!",0,,,0,"If you have any questions about pet's health, contact your veterinarian first!"
FKY,Are dogs and cats with diabetes eczema-prone?,1,YN,,1,
FKZ,Is there an aftercare fee aftercare clinic charge in the clinic?,1,YN,,0,"Is there an aftercare fee, aftercare clinic charge in the clinic?"
FLA,What is the best low cost ECG test for cardiac function?,1,What,,0,What is the best low-cost ECG test for cardiac function?
FLF,How will a dentist help you see the tartar surface for yourself?,1,How,,1,
FLI,What do vets sometimes make for euthanasia?,1,What,,1,
FLN,What's the most common type of questions people ask?,1,What,,1,
FLT,What is an example of overactivity in the adrenal gland?,1,What,,1,
FMD,What is the diameter of the needle? What is the diameter of the needle?,1,What,,1,
FMG,What is the name of a provider accredited by the International Association of Pet Cemetery and Crematorium?,1,What,,1,
FMJ,How can I sedate my pet?,1,How,,1,
FML,What drug is introduced into the IV line?,1,What,,1,
FMO,What are the ways to lose weight?,1,What,,1,
FMQ,"When a pet gets a lick, what is the only sign that tells of it?",1,When,,1,
